Month, Avg. Players, Gain, % Gain, Peak Players, Game Name, Paradox?
January 2021, 493.2, +3.1, +0.64, 909, Civilization: Beyond Earth, No
December 2020, 490.1, +22.3, +4.77, 862, Civilization: Beyond Earth, No
November 2020, 467.7, -22.6, -4.60, 811, Civilization: Beyond Earth, No
October 2020, 490.3, +18.5, +3.93, 798, Civilization: Beyond Earth, No
September 2020, 471.8, +21.4, +4.74, 766, Civilization: Beyond Earth, No
August 2020, 450.4, -57.2, -11.26, 727, Civilization: Beyond Earth, No
July 2020, 507.6, -60.0, -10.57, 841, Civilization: Beyond Earth, No
June 2020, 567.6, -19.9, -3.40, 981, Civilization: Beyond Earth, No
May 2020, 587.5, -159.2, -21.32, 980, Civilization: Beyond Earth, No
April 2020, 746.7, +124.1, +19.92, 1310, Civilization: Beyond Earth, No
March 2020, 622.6, +92.1, +17.36, 1169, Civilization: Beyond Earth, No
February 2020, 530.5, -68.9, -11.49, 927, Civilization: Beyond Earth, No
January 2020, 599.4, +27.8, +4.86, 1033, Civilization: Beyond Earth, No
December 2019, 571.6, +39.4, +7.40, 980, Civilization: Beyond Earth, No
November 2019, 532.2, -43.9, -7.63, 934, Civilization: Beyond Earth, No
October 2019, 576.1, +96.8, +20.19, 1046, Civilization: Beyond Earth, No
September 2019, 479.4, -63.0, -11.62, 791, Civilization: Beyond Earth, No
August 2019, 542.4, -85.2, -13.58, 949, Civilization: Beyond Earth, No
July 2019, 627.6, +108.5, +20.89, 1203, Civilization: Beyond Earth, No
June 2019, 519.2, -66.4, -11.34, 901, Civilization: Beyond Earth, No
May 2019, 585.6, +68.4, +13.22, 1035, Civilization: Beyond Earth, No
April 2019, 517.2, -67.9, -11.61, 928, Civilization: Beyond Earth, No
March 2019, 585.1, -131.5, -18.35, 1076, Civilization: Beyond Earth, No
February 2019, 716.6, +20.9, +3.00, 1372, Civilization: Beyond Earth, No
January 2019, 695.7, -37.6, -5.13, 1321, Civilization: Beyond Earth, No
December 2018, 733.4, +17.6, +2.46, 1373, Civilization: Beyond Earth, No
November 2018, 715.8, +122.5, +20.65, 1429, Civilization: Beyond Earth, No
October 2018, 593.3, -22.3, -3.62, 1050, Civilization: Beyond Earth, No
September 2018, 615.6, +26.0, +4.42, 1077, Civilization: Beyond Earth, No
August 2018, 589.5, -79.2, -11.84, 996, Civilization: Beyond Earth, No
July 2018, 668.8, +51.7, +8.38, 1105, Civilization: Beyond Earth, No
June 2018, 617.0, +13.0, +2.14, 1119, Civilization: Beyond Earth, No
May 2018, 604.1, -67.0, -9.98, 1093, Civilization: Beyond Earth, No
April 2018, 671.1, -131.5, -16.39, 1202, Civilization: Beyond Earth, No
March 2018, 802.6, +35.6, +4.65, 1769, Civilization: Beyond Earth, No
February 2018, 767.0, -48.0, -5.89, 1449, Civilization: Beyond Earth, No
January 2018, 814.9, -13.7, -1.66, 1555, Civilization: Beyond Earth, No
December 2017, 828.7, -64.2, -7.19, 1480, Civilization: Beyond Earth, No
November 2017, 892.8, +156.4, +21.24, 2109, Civilization: Beyond Earth, No
October 2017, 736.4, -21.0, -2.77, 1339, Civilization: Beyond Earth, No
September 2017, 757.4, -48.2, -5.99, 1299, Civilization: Beyond Earth, No
August 2017, 805.6, -74.3, -8.45, 1363, Civilization: Beyond Earth, No
July 2017, 880.0, +88.4, +11.16, 1616, Civilization: Beyond Earth, No
June 2017, 791.6, +25.9, +3.38, 1536, Civilization: Beyond Earth, No
May 2017, 765.7, -72.0, -8.59, 1376, Civilization: Beyond Earth, No
April 2017, 837.7, -188.4, -18.36, 1490, Civilization: Beyond Earth, No
March 2017, 1026.1, +66.7, +6.95, 2233, Civilization: Beyond Earth, No
February 2017, 959.5, -93.2, -8.86, 2153, Civilization: Beyond Earth, No
January 2017, 1052.7, +49.6, +4.95, 2138, Civilization: Beyond Earth, No
December 2016, 1003.1, -26.7, -2.59, 1832, Civilization: Beyond Earth, No
November 2016, 1029.7, -430.9, -29.50, 1981, Civilization: Beyond Earth, No
October 2016, 1460.6, -176.1, -10.76, 2894, Civilization: Beyond Earth, No
September 2016, 1636.7, +177.0, +12.13, 4024, Civilization: Beyond Earth, No
August 2016, 1459.7, -388.1, -21.01, 2589, Civilization: Beyond Earth, No
July 2016, 1847.8, +134.1, +7.82, 3609, Civilization: Beyond Earth, No
June 2016, 1713.7, -108.0, -5.93, 4325, Civilization: Beyond Earth, No
May 2016, 1821.7, -22.7, -1.23, 3491, Civilization: Beyond Earth, No
April 2016, 1844.4, -447.8, -19.54, 3421, Civilization: Beyond Earth, No
March 2016, 2292.2, -746.1, -24.56, 4482, Civilization: Beyond Earth, No
February 2016, 3038.4, -221.5, -6.80, 6942, Civilization: Beyond Earth, No
January 2016, 3259.9, +474.7, +17.04, 8563, Civilization: Beyond Earth, No
December 2015, 2785.2, +42.4, +1.55, 5998, Civilization: Beyond Earth, No
November 2015, 2742.8, -1822.0, -39.91, 6035, Civilization: Beyond Earth, No
October 2015, 4564.8, +2552.7, +126.87, 13459, Civilization: Beyond Earth, No
September 2015, 2012.0, -1417.7, -41.34, 3743, Civilization: Beyond Earth, No
August 2015, 3429.8, +1312.9, +62.02, 18202, Civilization: Beyond Earth, No
July 2015, 2116.9, -237.4, -10.08, 3841, Civilization: Beyond Earth, No
June 2015, 2354.3, +51.8, +2.25, 4800, Civilization: Beyond Earth, No
May 2015, 2302.5, -128.0, -5.27, 4219, Civilization: Beyond Earth, No
April 2015, 2430.6, -875.7, -26.49, 5037, Civilization: Beyond Earth, No
March 2015, 3306.2, -203.8, -5.80, 7919, Civilization: Beyond Earth, No
February 2015, 3510.0, -3564.2, -50.38, 7896, Civilization: Beyond Earth, No
January 2015, 7074.2, +1401.2, +24.70, 36983, Civilization: Beyond Earth, No
December 2014, 5673.0, -4655.3, -45.07, 11416, Civilization: Beyond Earth, No
November 2014, 10328.3, -18135.7, -63.71, 38492, Civilization: Beyond Earth, No
October 2014, 28464.0, -, , 86747, Civilization: Beyond Earth, No
March 2024, 4010.7, +190.6, +4.99, 6823, XCOM 2, No
February 2024, 3820.1, +137.1, +3.72, 6610, XCOM 2, No
January 2024, 3683.1, +676.7, +22.51, 5652, XCOM 2, No
December 2023, 3006.3, +233.5, +8.42, 4720, XCOM 2, No
November 2023, 2772.8, +77.6, +2.88, 4533, XCOM 2, No
October 2023, 2695.2, -190.1, -6.59, 4199, XCOM 2, No
September 2023, 2885.3, -199.4, -6.46, 4699, XCOM 2, No
August 2023, 3084.7, -857.3, -21.75, 4750, XCOM 2, No
July 2023, 3942.0, +549.6, +16.20, 5998, XCOM 2, No
June 2023, 3392.4, -105.2, -3.01, 5800, XCOM 2, No
May 2023, 3497.6, +131.0, +3.89, 5438, XCOM 2, No
April 2023, 3366.6, -390.3, -10.39, 5274, XCOM 2, No
March 2023, 3756.9, -142.3, -3.65, 6126, XCOM 2, No
February 2023, 3899.3, -176.3, -4.33, 6720, XCOM 2, No
January 2023, 4075.6, +90.1, +2.26, 6347, XCOM 2, No
December 2022, 3985.6, +411.5, +11.51, 6067, XCOM 2, No
November 2022, 3574.1, -156.2, -4.19, 5887, XCOM 2, No
October 2022, 3730.3, +139.4, +3.88, 6367, XCOM 2, No
September 2022, 3590.9, -94.8, -2.57, 5813, XCOM 2, No
August 2022, 3685.8, -161.2, -4.19, 5548, XCOM 2, No
July 2022, 3846.9, +240.7, +6.68, 5831, XCOM 2, No
June 2022, 3606.2, -803.7, -18.23, 5503, XCOM 2, No
May 2022, 4409.9, -385.7, -8.04, 7560, XCOM 2, No
April 2022, 4795.6, -67.7, -1.39, 8354, XCOM 2, No
March 2022, 4863.3, -1777.7, -26.77, 7614, XCOM 2, No
February 2022, 6641.0, +1719.4, +34.94, 12635, XCOM 2, No
January 2022, 4921.6, +429.1, +9.55, 7743, XCOM 2, No
December 2021, 4492.6, +1011.6, +29.06, 6907, XCOM 2, No
November 2021, 3481.0, -313.0, -8.25, 5647, XCOM 2, No
October 2021, 3793.9, -71.8, -1.86, 6212, XCOM 2, No
September 2021, 3865.7, -492.8, -11.31, 6276, XCOM 2, No
August 2021, 4358.5, +695.8, +19.00, 7175, XCOM 2, No
July 2021, 3662.7, +11.7, +0.32, 5815, XCOM 2, No
June 2021, 3651.0, +508.1, +16.17, 6153, XCOM 2, No
May 2021, 3142.9, -810.6, -20.50, 5084, XCOM 2, No
April 2021, 3953.4, -1140.2, -22.38, 6746, XCOM 2, No
March 2021, 5093.6, -2153.0, -29.71, 8304, XCOM 2, No
February 2021, 7246.6, +3334.3, +85.22, 13491, XCOM 2, No
January 2021, 3912.4, +264.9, +7.26, 6656, XCOM 2, No
December 2020, 3647.4, +67.9, +1.90, 6037, XCOM 2, No
November 2020, 3579.6, +408.7, +12.89, 6040, XCOM 2, No
October 2020, 3170.8, -232.6, -6.84, 5841, XCOM 2, No
September 2020, 3403.5, +253.8, +8.06, 5593, XCOM 2, No
August 2020, 3149.6, -665.4, -17.44, 5387, XCOM 2, No
July 2020, 3815.0, -66.4, -1.71, 6524, XCOM 2, No
June 2020, 3881.4, -4509.9, -53.74, 6603, XCOM 2, No
May 2020, 8391.3, +1419.0, +20.35, 18792, XCOM 2, No
April 2020, 6972.3, +1836.1, +35.75, 18457, XCOM 2, No
March 2020, 5136.1, +742.4, +16.90, 9819, XCOM 2, No
February 2020, 4393.8, -323.4, -6.86, 7790, XCOM 2, No
January 2020, 4717.1, -383.3, -7.51, 9456, XCOM 2, No
December 2019, 5100.4, +471.0, +10.17, 8616, XCOM 2, No
November 2019, 4629.4, +1324.3, +40.07, 8387, XCOM 2, No
October 2019, 3305.1, -42.5, -1.27, 5911, XCOM 2, No
September 2019, 3347.6, -1182.1, -26.10, 6145, XCOM 2, No
August 2019, 4529.7, -54.0, -1.18, 8120, XCOM 2, No
July 2019, 4583.7, +724.4, +18.77, 8178, XCOM 2, No
June 2019, 3859.3, +51.5, +1.35, 7181, XCOM 2, No
May 2019, 3807.8, +86.6, +2.33, 7404, XCOM 2, No
April 2019, 3721.2, -881.6, -19.15, 7010, XCOM 2, No
March 2019, 4602.8, -487.3, -9.57, 11047, XCOM 2, No
February 2019, 5090.1, -222.5, -4.19, 9841, XCOM 2, No
January 2019, 5312.6, +12.6, +0.24, 10244, XCOM 2, No
December 2018, 5299.9, +323.7, +6.50, 10056, XCOM 2, No
November 2018, 4976.3, -1660.9, -25.02, 9797, XCOM 2, No
October 2018, 6637.2, +3030.4, +84.02, 16077, XCOM 2, No
September 2018, 3606.7, -1174.1, -24.56, 6271, XCOM 2, No
August 2018, 4780.8, +165.3, +3.58, 10028, XCOM 2, No
July 2018, 4615.5, +489.8, +11.87, 8106, XCOM 2, No
June 2018, 4125.8, -1017.2, -19.78, 7745, XCOM 2, No
May 2018, 5142.9, +1039.8, +25.34, 12576, XCOM 2, No
April 2018, 4103.1, -1227.8, -23.03, 7546, XCOM 2, No
March 2018, 5330.9, +234.0, +4.59, 11597, XCOM 2, No
February 2018, 5096.8, -429.9, -7.78, 10323, XCOM 2, No
January 2018, 5526.7, -58.8, -1.05, 11610, XCOM 2, No
December 2017, 5585.5, +815.9, +17.10, 10550, XCOM 2, No
November 2017, 4769.6, -1378.6, -22.42, 10625, XCOM 2, No
October 2017, 6148.3, -11373.1, -64.91, 14500, XCOM 2, No
September 2017, 17521.3, +10136.7, +137.27, 47875, XCOM 2, No
August 2017, 7384.7, +481.3, +6.97, 36630, XCOM 2, No
July 2017, 6903.4, +1526.7, +28.39, 12370, XCOM 2, No
June 2017, 5376.7, +2206.9, +69.62, 11806, XCOM 2, No
May 2017, 3169.8, -418.9, -11.67, 5502, XCOM 2, No
April 2017, 3588.7, -1496.6, -29.43, 7095, XCOM 2, No
March 2017, 5085.3, -2476.3, -32.75, 12075, XCOM 2, No
February 2017, 7561.6, -739.9, -8.91, 16872, XCOM 2, No
January 2017, 8301.5, +4341.0, +109.61, 20240, XCOM 2, No
December 2016, 3960.5, +719.6, +22.20, 7971, XCOM 2, No
November 2016, 3240.9, -365.4, -10.13, 7085, XCOM 2, No
October 2016, 3606.3, +287.0, +8.65, 8006, XCOM 2, No
September 2016, 3319.2, -1422.5, -30.00, 6383, XCOM 2, No
August 2016, 4741.7, -1611.7, -25.37, 10216, XCOM 2, No
July 2016, 6353.4, +1903.2, +42.77, 14289, XCOM 2, No
June 2016, 4450.2, +174.9, +4.09, 9866, XCOM 2, No
May 2016, 4275.3, -244.0, -5.40, 10358, XCOM 2, No
April 2016, 4519.2, -5659.9, -55.60, 10256, XCOM 2, No
March 2016, 10179.1, -32060.3, -75.90, 24055, XCOM 2, No
February 2016, 42239.4, -, , 132677, XCOM 2, No
March 2024, 45353.3, +3886.8, +9.37, 78559, Civilization VI, No
February 2024, 41466.4, -4823.1, -10.42, 68901, Civilization VI, No
January 2024, 46289.5, +1399.3, +3.12, 76337, Civilization VI, No
December 2023, 44890.2, +3812.7, +9.28, 75495, Civilization VI, No
November 2023, 41077.5, -1653.3, -3.87, 73523, Civilization VI, No
October 2023, 42730.8, +2034.4, +5.00, 79091, Civilization VI, No
September 2023, 40696.4, +1495.0, +3.81, 71302, Civilization VI, No
August 2023, 39201.4, -6038.9, -13.35, 64578, Civilization VI, No
July 2023, 45240.3, +8752.3, +23.99, 71580, Civilization VI, No
June 2023, 36488.0, -1923.5, -5.01, 61278, Civilization VI, No
May 2023, 38411.5, -7581.9, -16.48, 65868, Civilization VI, No
April 2023, 45993.4, +176.2, +0.38, 78594, Civilization VI, No
March 2023, 45817.3, -34.3, -0.07, 78979, Civilization VI, No
February 2023, 45851.5, -6247.6, -11.99, 81217, Civilization VI, No
January 2023, 52099.2, +5390.0, +11.54, 79650, Civilization VI, No
December 2022, 46709.2, +1010.6, +2.21, 77730, Civilization VI, No
November 2022, 45698.5, +11650.5, +34.22, 89986, Civilization VI, No
October 2022, 34048.0, -3195.0, -8.58, 62217, Civilization VI, No
September 2022, 37243.0, +855.4, +2.35, 64605, Civilization VI, No
August 2022, 36387.6, +1178.9, +3.35, 59662, Civilization VI, No
July 2022, 35208.8, +1818.5, +5.45, 52787, Civilization VI, No
June 2022, 33390.3, -4563.2, -12.02, 55679, Civilization VI, No
May 2022, 37953.5, +603.0, +1.61, 61740, Civilization VI, No
April 2022, 37350.4, -938.4, -2.45, 66605, Civilization VI, No
March 2022, 38288.8, -1055.8, -2.68, 64639, Civilization VI, No
February 2022, 39344.7, -2364.2, -5.67, 61321, Civilization VI, No
January 2022, 41708.8, +7682.6, +22.58, 64436, Civilization VI, No
December 2021, 34026.2, +2208.7, +6.94, 52505, Civilization VI, No
November 2021, 31817.5, +1462.0, +4.82, 54447, Civilization VI, No
October 2021, 30355.5, -8278.6, -21.43, 50982, Civilization VI, No
September 2021, 38634.1, +7203.6, +22.92, 71565, Civilization VI, No
August 2021, 31430.5, -3794.5, -10.77, 49218, Civilization VI, No
July 2021, 35225.0, +5580.5, +18.82, 65677, Civilization VI, No
June 2021, 29644.5, -1304.1, -4.21, 45842, Civilization VI, No
May 2021, 30948.7, -4044.0, -11.56, 49509, Civilization VI, No
April 2021, 34992.7, +559.5, +1.62, 59532, Civilization VI, No
March 2021, 34433.1, -7282.0, -17.46, 64220, Civilization VI, No
February 2021, 41715.1, +4983.6, +13.57, 68161, Civilization VI, No
January 2021, 36731.5, +3914.5, +11.93, 65951, Civilization VI, No
December 2020, 32816.9, -1129.5, -3.33, 55126, Civilization VI, No
November 2020, 33946.4, +1452.5, +4.47, 53338, Civilization VI, No
October 2020, 32493.9, +1354.8, +4.35, 54203, Civilization VI, No
September 2020, 31139.1, -2571.9, -7.63, 54546, Civilization VI, No
August 2020, 33711.0, -3933.7, -10.45, 53037, Civilization VI, No
July 2020, 37644.7, -2154.4, -5.41, 64392, Civilization VI, No
June 2020, 39799.0, -1993.3, -4.77, 60936, Civilization VI, No
May 2020, 41792.4, -1765.9, -4.05, 76439, Civilization VI, No
April 2020, 43558.2, +7723.3, +21.55, 70298, Civilization VI, No
March 2020, 35834.9, +5764.0, +19.17, 66455, Civilization VI, No
February 2020, 30071.0, -2674.6, -8.17, 49558, Civilization VI, No
January 2020, 32745.5, +3065.7, +10.33, 55195, Civilization VI, No
December 2019, 29679.8, +6039.5, +25.55, 51209, Civilization VI, No
November 2019, 23640.3, -1313.7, -5.26, 42632, Civilization VI, No
October 2019, 24954.1, +3111.2, +14.24, 44349, Civilization VI, No
September 2019, 21842.9, -903.0, -3.97, 36440, Civilization VI, No
August 2019, 22745.9, -3271.5, -12.57, 35714, Civilization VI, No
July 2019, 26017.5, +4154.1, +19.00, 42115, Civilization VI, No
June 2019, 21863.4, -1882.9, -7.93, 38968, Civilization VI, No
May 2019, 23746.3, -528.7, -2.18, 40585, Civilization VI, No
April 2019, 24275.0, -10844.2, -30.88, 43605, Civilization VI, No
March 2019, 35119.3, -6576.3, -15.77, 64714, Civilization VI, No
February 2019, 41695.6, +14974.4, +56.04, 93889, Civilization VI, No
January 2019, 26721.2, -35.4, -0.13, 47654, Civilization VI, No
December 2018, 26756.6, +6289.7, +30.73, 47729, Civilization VI, No
November 2018, 20466.9, +2404.3, +13.31, 44167, Civilization VI, No
October 2018, 18062.5, +1244.8, +7.40, 31109, Civilization VI, No
September 2018, 16817.8, +213.4, +1.29, 36267, Civilization VI, No
August 2018, 16604.4, -1048.8, -5.94, 27635, Civilization VI, No
July 2018, 17653.2, +1157.9, +7.02, 28117, Civilization VI, No
June 2018, 16495.2, -682.8, -3.97, 28232, Civilization VI, No
May 2018, 17178.1, -1280.5, -6.94, 30006, Civilization VI, No
April 2018, 18458.6, -4938.3, -21.11, 31934, Civilization VI, No
March 2018, 23396.9, -9986.4, -29.91, 42674, Civilization VI, No
February 2018, 33383.2, +8888.4, +36.29, 79739, Civilization VI, No
January 2018, 24494.9, +4338.6, +21.52, 42773, Civilization VI, No
December 2017, 20156.3, +3851.4, +23.62, 35057, Civilization VI, No
November 2017, 16304.9, +1121.2, +7.38, 28877, Civilization VI, No
October 2017, 15183.7, +1124.4, +8.00, 30229, Civilization VI, No
September 2017, 14059.3, -1604.7, -10.24, 25116, Civilization VI, No
August 2017, 15664.0, -726.3, -4.43, 27107, Civilization VI, No
July 2017, 16390.3, +1914.5, +13.23, 29988, Civilization VI, No
June 2017, 14475.8, -985.7, -6.38, 26115, Civilization VI, No
May 2017, 15461.5, -996.5, -6.06, 27893, Civilization VI, No
April 2017, 16458.0, -1035.0, -5.92, 29569, Civilization VI, No
March 2017, 17493.0, -1061.3, -5.72, 31826, Civilization VI, No
February 2017, 18554.4, -4244.0, -18.62, 34856, Civilization VI, No
January 2017, 22798.3, -1650.4, -6.75, 44417, Civilization VI, No
December 2016, 24448.8, -15833.8, -39.31, 41959, Civilization VI, No
November 2016, 40282.6, -45651.7, -53.12, 84765, Civilization VI, No
October 2016, 85934.2, -, , 162314, Civilization VI, No
